GISJOIN10,pcover
G2500210400800,0.49165509754
G2500210400900,0.381408332014
G2500230511301,0.132407263285
G2500230530300,0.0224692409779
G2500250000803,0.0290651789308
G2500250010103,0.85770961954
G2500250010104,0.860309624451
G2500250010203,1.14090110553
G2500250010204,1.01021240572
G2500250010300,1.99238067348
G2500250010403,1.98825728366
G2500250010404,2
G2500250010405,1.99322169252
G2500250010408,1.13840450737
G2500250010500,0.870549067299
G2500250010600,0.148438298913
G2500250010701,0.10292673811
G2500250020101,0.0520817590536
G2500250020200,0.957959838277
G2500250020301,0.795052707775
G2500250020302,0.497328444901
G2500250020303,0.944362439636
G2500250030100,1
G2500250030200,1
G2500250030300,1.72952929072
G2500250030400,1
G2500250030500,1.14680247009
G2500250040100,1.82664089258
G2500250040200,1.87413300336
G2500250040300,1.99993642138
G2500250040401,1.91176955092
G2500250040600,0.754497638137
G2500250040801,0.847869637575
G2500250050101,0.883184559285
G2500250050200,1
G2500250050300,0.808096248486
G2500250050400,1
G2500250050500,0.990073460528
G2500250050600,1
G2500250050700,0.654350584512
G2500250050901,0.742620176155
G2500250051200,0.572479718087
G2500250060101,0.992074865775
G2500250060200,1
G2500250060301,1
G2500250060400,1
G2500250060501,0.997738955491
G2500250060600,0.0814562977877
G2500250060700,0.998748457114
G2500250060800,0.996191342452
G2500250061000,1
G2500250061101,0.725379059619
G2500250061200,0.236793629714
G2500250070101,1.60003900234
G2500250070200,1.99244643929
G2500250070300,1.42358106225
G2500250070402,0.978022788675
G2500250070500,1
G2500250070600,1
G2500250070700,1.22782480319
G2500250070800,0.96883189251
G2500250070900,1
G2500250071101,1
G2500250071201,0.979944159381
G2500250080100,0.608285433881
G2500250080300,1.31960300387
G2500250080401,1.63401978719
G2500250080500,1.05701788623
G2500250080601,1.7036984868
G2500250080801,1.30087938281
G2500250080900,1.02315807398
G2500250081001,1.38831003701
G2500250081100,0.966138058064
G2500250081200,0.999999999438
G2500250081300,1.22514428008
G2500250081400,1.36765590461
G2500250081500,1.50983975821
G2500250081700,1.99385309084
G2500250081800,1.0005614643
G2500250081900,1.98652071542
G2500250082000,1.58115897891
G2500250082100,1.99034219712
G2500250090100,0.269440534837
G2500250090200,0.685836224472
G2500250090300,1.22059025117
G2500250090400,1
G2500250090600,1
G2500250090700,0.121200610212
G2500250090901,0.0190797466502
G2500250091200,0.0340587784111
G2500250091300,0.999953684115
G2500250091400,1
G2500250091500,0.0166479143386
G2500250091800,0.0113668470012
G2500250101001,0.121349876827
G2500250120103,0.98866331505
G2500250120104,0.856513646665
G2500250120201,0.992262572417
G2500250120301,0.952186177416
G2500250120400,0.997928502547
G2500250120500,1
G2500250120600,1
G2500250120700,0.997668580816
G2500250160400,0.319264178008
G2500250980300,0.0122894292568
G2500250981201,0.331096629396
G2500250981202,0.0139628809981
G2500250981700,0.0507950268732
G2500250981800,0.608540418725
G2500270730500,0.0277819037383
G2500270731500,0.962352212752
G2500270731600,0.567577820527
G2500270731700,0.869861991469
G2500270731800,0.0586961574762
G2500270732500,0.0253609995687
G2600210000400,0.12788715342
G2600230951500,0.0158538852302
G2600250000300,0.185471307795
G2600250001000,0.354350828678
G2600250001300,0.0158209664487
G2600250004100,0.0168629967877
G2600330970300,0.0598288058193
G2600330970500,0.0638967491247
G2600490002600,0.214729074899
G2600490002800,0.80993194048
G2600490002900,1.00854794471
G2600490003200,0.170796704896
G2600490003800,0.362979807852
G2600490013600,0.136987708333
G2600650000600,0.183548857537
G2600650006600,0.0462109939507
G2600650006700,0.056758199234
G2600750001100,0.568718961234
G2600810000800,0.158562728206
G2600810000900,0.197273956353
G2600810001400,0.445273864401
G2600810001500,0.24445018386
G2600810002000,0.329001675026
G2600810002100,0.475924781442
G2600990245000,0.455494704257
G2600990245100,0.0499760372674
G2600990245400,0.633261284231
G2600990268000,0.0109312364043
G2600990268100,0.170529630481
G2601210001200,0.0177527608926
G2601210001300,0.0141285889861
G2601210004300,0.0223539468194
G2601450000200,0.831855093902
G2601450001100,0.609715041624
G2601450010800,0.0956840959061
G2601630511400,0.108768959959
G2601630514200,0.0868326311894
G2601630516000,0.498849065731
G2601630516200,0.772548536647
G2601630516600,0.989300648006
G2601630516700,0.455768650156
G2601630516900,0.926776582221
G2601630517000,0.997950078758
G2601630517100,0.98384859028
G2601630517200,0.142758772469
G2601630517500,0.861254176246
G2601630518000,0.219053352622
G2601630518900,0.0852494920307
G2601630520200,0.343913138105
G2601630520400,0.113925355267
G2601630520800,0.311848229034
G2601630521400,0.0917499307635
G2601630521900,0.584198915945
G2601630522400,0.379839998303
G2601630538900,0.0673371088436
G2601630539000,0.654623011623
G2601630539100,0.327866721869
G2601630552800,0.0807740791094
G2601630587000,0.120447856317
G2601630985300,0.56559306521
G2700530002400,0.0691770722905
G2700530002700,0.0310580205461
G2700530003300,0.986458083383
G2700530102300,0.127485173168
G2700530102500,0.0740990355743
G2700530102800,0.303904240889
G2700530102900,0.732029404393
G2700530103000,0.659479670563
G2700530103100,0.870615347236
G2700530103400,0.796995673176
G2700530103600,0.275173795295
G2700530103700,0.366135547029
G2700530104100,0.5601073782
G2700530106000,0.0272937979112
G2700530106200,0.929218084959
G2700530106400,0.502684958138
G2700530107400,0.0801781475418
G2700530107500,0.272832081923
G2700530126100,0.120527110529
G2700530126200,0.130742598757
G2701230033500,0.998801892786
G2701230033600,0.888990070366
G2701230033800,0.998519964648
G2701230033900,1
G2701230034000,0.649724450124
G2701230035500,1
G2701230035800,0.506619533907
G2701230042900,0.647088033707
G2701370001900,0.0465573286846
G2900190002100,0.270625300568
G2900950001000,0.458397607719
G2900950001100,0.162466032926
G2900950001800,0.502207585085
G2900950004300,0.0838503502513
G2900950004400,0.0495417029899
G2900950007700,0.818153966615
G2900950007802,0.0838149619681
G2900950007900,0.384287097717
G2900950011600,0.0940581916053
G2900950011800,0.743223471588
G2900950015400,0.36767189763
G2900950015600,0.12701811829
G2900950015700,0.474113614671
G2900950015800,0.0624377745318
G2900950015900,0.481292563226
G2900950016000,0.0472947675169
G2900950016100,0.264481768817
G2901830310502,0.0954713035144
G2901890215600,0.0422807320179
G2901890216100,0.28190654323
G2901890221800,0.0253350741824
G2905100105300,0.97246525467
G2905100105400,0.990139055605
G2905100105500,0.800831365173
G2905100112200,0.149286789924
G2905100118400,0.574187820121
G2905100121100,0.426763452938
G2905100124600,0.0193669361632
G2905100125500,0.110868229913
G2905100125600,0.118553321259
G2905100125700,0.47696594309
G2905100127400,0.106091912046
G2905100127500,0.272127096622
G2905100127600,0.19877839706
G3200030003800,0.12273007354
G3200310000102,0.138140337744
G3200310001502,0.0302994377582
G3200310001801,0.0168073881261
G3300150069100,0.0461005180442
G3300150069200,0.01715632862
G3400070600800,0.06039813194
G3400090021400,0.0343002249298
G3400090022000,0.0496670184416
G3400130001000,0.163461677177
G3400130001100,0.388984609487
G3400130001500,0.583188107834
G3400130001700,0.0482858051369
G3400130001800,0.0176678173946
G3400130003100,0.994521426984
G3400130003900,0.999176979129
G3400130004100,0.112426253173
G3400130005000,0.477942586173
G3400130005400,0.894233870817
G3400130006200,0.995293910135
G3400130006400,0.422756381463
G3400130006600,0.993588967061
G3400130007400,0.637417126797
G3400130007501,0.664373598681
G3400130007502,0.593317679408
G3400130008000,0.329545438586
G3400130008100,0.564084131533
G3400130008200,0.33079929871
G3400130010500,0.105344036044
G3400130010900,0.84372645265
G3400130011100,0.0454022242984
G3400130011300,0.317919341246
G3400130018100,0.103197870203
G3400130018200,0.0247687492092
G3400130022700,0.368908446445
G3400130022800,0.994060457141
G3400130022900,0.318623231747
G3400130023200,0.392468970416
G3400130980100,0.283466213328
G3400130980200,0.0766225545331
G3400170001900,0.256017745506
G3400170002000,0.28530390135
G3400170004300,0.204605746528
G3400170004400,0.381657682222
G3400170006600,0.36447461448
G3400170006700,0.450657531973
G3400170007000,0.172921105397
G3400170007500,0.168845326283
G3400170007800,0.227968694279
G3400230001410,0.273718047409
G3400230001411,0.0334843191244
G3400230001413,0.0746587088607
G3400230003401,0.0471225088163
G3400230009100,0.0531780086382
G3400270043500,0.0977926841809
G3400270043600,0.0157260283315
G3400270043800,0.0326088169999
G3400310181800,0.0637610440214
G3400310183200,0.37024919885200003
G3400390030802,0.129664620598
G3600010002500,0.360285334921
G3600050000200,0.394409070791
G3600050007100,0.484087794356
G3600050036100,0.617964851107
G3600050036300,0.583803072903
G3600050036501,0.698203312813
G3600050036502,0.0217808035081
G3600050036901,0.0461698874396
G3600050037100,0.52572987662
G3600050037300,0.510517330727
G3600050037504,0.433491571614
G3600050039500,0.382577064275
G3600070001100,0.186476538163
G3600070001200,0.298132011955
G3600150000100,0.10145177693
G3600150000700,0.688439543048
G3600150000900,0.252198441484
G3600150001000,0.715113397906
G3600150001100,0.078577500457
G3600290001402,0.441619362056
G3600290007102,0.677965757042
G3600290007202,0.418026616006
G3600290016400,0.0676625375855
G3600290016500,0.18220023479
G3600370950600,0.0669241703824
G3600370950700,0.0140290282633
G3600370950800,0.0397008886949
G3600470000100,0.150667827656
G3600470003100,0.417421537281
G3600470003500,0.567760847283
G3600470003900,0.113355076122
G3600470012901,0.160516780231
G3600470012902,0.262544078112
G3600470016100,0.270581598687
G3600470016300,0.272665186071
G3600470017900,0.998396205926
G3600470018100,0.0244665496062
G3600470019300,0.880620106714
G3600470019900,0.71978162019
G3600470020300,0.322133191353
G3600470033000,0.355586512327
G3600470033600,0.134362625445
G3600470049100,0.439171565501
G3600470050500,0.12674939743
G3600470051100,0.323274724116
G3600470054500,0.423623360897
G3600470054700,0.63123915557
G3600470054900,0.418437981378
G3600470089400,0.570061238794
G3600470089800,0.999821644103
G3600470090000,0.478708630433
G3600470090200,1
G3600470091600,0.50624310174
G3600470091800,0.454529935854
G3600470092000,0.370079950033
G3600470092200,0.167106154027
G3600470092400,0.994596013594
G3600550000200,0.0201686209244
G3600550001300,0.341723884242
G3600550002700,1
G3600550006400,1
G3600550006500,0.958583408064
G3600550006600,1
G3600550006900,0.876974665244
G3600550009301,0.0884706579501
G3600550009400,0.953673391046
G3600550009500,0.879536580572
G3600550009601,0.54340644997
G3600590517200,0.0591970135114
G3600610000201,0.210108242477
G3600610000202,0.109006624912
G3600610000600,0.217625801978
G3600610000800,0.101074078999
G3600610000900,0.100334301774
G3600610001001,0.503233158187
G3600610001200,0.230253784858
G3600610001401,0.91860965509
G3600610001402,0.513511382776
G3600610001501,0.651478328002
G3600610001502,0.0743984534196
G3600610001800,0.0683582520907
G3600610002100,0.392719759086
G3600610002700,0.45863686067
G3600610002800,0.301459856345
G3600610002900,0.170438689823
G3600610003601,0.187691923917
G3600610003602,0.195447802237
G3600610003800,0.059656173959600003
G3600610003900,0.48972263182
G3600610005501,0.586392141379
G3600610006400,0.110419688876
G3600610006600,0.801979306878
G3600610007000,0.404578253719
G3600610009300,0.375411153647
G3600610009700,0.366063653305
G3600610014500,0.502667712379
G3600610014900,0.455928666437
G3600610015100,0.0664594530522
G3600610015500,0.40942698157
G3600610016200,0.227212108635
G3600610016400,0.100924918955
G3600610017100,0.570421287214
G3600610017300,0.733414179861
G3600610017401,0.365119378078
G3600610017402,0.999474127411
G3600610017700,0.99837577486
G3600610018100,0.998959666817
G3600610018400,1
G3600610018500,0.994961817814
G3600610018600,0.999988023969
G3600610019000,0.983576559186
G3600610019100,0.344120191957
G3600610019300,0.479963198543
G3600610019500,0.481543562808
G3600610019600,0.304955811058
G3600610019702,0.253244716137
G3600610019800,0.8909222395
G3600610019900,0.693117062661
G3600610020000,0.776576866191
G3600610020500,0.357902437475
G3600610021100,0.254076915315
G3600610021200,0.417432217445
G3600610021400,0.4692682074
G3600610021500,0.720344091542
G3600610021600,0.159827480096
G3600610021703,0.0115651369079
G3600610021800,0.0904036485529
G3600610022102,1
G3600610022600,0.448827526717
G3600610022700,0.982816822077
G3600610022800,0.521832922256
G3600610023000,0.521905122857
G3600610023200,0.383722979182
G3600610024200,0.590510091446
G3600610025900,0.486677637313
G3600630023500,0.0657218499781
G3600650020102,0.0629092083932
G3600650020300,0.094992319407
G3600650020803,0.0820510359541
G3600650021000,0.333724888088
G3600650026300,0.0594964510331
G3600670002101,0.01873985823
G3600670003000,0.165173530159
G3600670003200,1.29701283374
G3600670004000,0.0932243123866
G3600670004200,0.0253860525106
G3600670004302,0.0189363758445
G3600710001500,0.0103398499617
G3600710015100,0.0327868900906
G3600810093800,0.246228066999
G3600810094202,0.185997515389
G3600810094203,0.497315402706
G3600810095400,0.236775492213
G3600810096400,0.260555170786
G3600810097202,0.721489993782
G3600810097204,0.0126717757113
G3600810099200,0.398437207845
G3600830040700,0.0650683926048
G3600930021001,0.509152230354
G3600930033500,0.0493365683532
G3601090000100,0.186981920443
G3601110951700,0.0495252167349
G3601110951900,0.0287731872338
G3601110952300,0.0225492914145
G3601110952400,0.10782007154
G3601190000101,0.992273668985
G3601190000103,0.959697472632
G3601190000202,0.0521876413649
G3601190000300,0.50253811033
G3601190000401,0.0947297400774
G3601190000600,0.223837660328
G3601190000701,0.927158127705
G3601190000702,0.817811503683
G3601190000801,1
G3601190000802,0.928142047891
G3601190000803,1
G3601190000900,0.252091694165
G3601190001600,0.0475981967039
G3601190001900,0.0111655087827
G3601190006000,0.0623980684622
G3700210000100,0.413116484175
G3700210000700,0.102490334568
G3700210000900,0.41058753522
G3700310970302,0.0118667025248
G3700310970303,0.165145670645
G3700630000700,0.108138168397
G3700630001100,0.162912058036
G3700630001301,0.0303706991197
G3700630002200,0.191887905981
G3700630002300,0.771153785926
G3700670000500,0.098747952078
G3700670000600,0.945916098388
G3700670000700,0.626684699951
G3700810010900,0.0113328884665
G3700810011000,0.152723392007
G3700810011200,0.029465839734
G3700810011400,0.989829981632
G3700810011500,0.108697398347
G3701010040301,0.0433436408521
G3701010040302,0.0356040596524
G3701190000100,0.160480801797
G3701190000300,1.08272375796
G3701190000600,0.634668520693
G3701190980300,1.57896292947
G3701470000100,0.0895384706524
